COORD_OP_METHOD_CODE,COORD_OP_METHOD_NAME,REVERSE_OP,"FORMULA",EXAMPLE,REMARKS,"INFORMATION_SOURCE",DATA_SOURCE,REVISION_DATE,CHANGE_ID,DEPRECATED
9831,Guam Projection,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

the forward conversion from latitude and longitude is given by: 
	x = (lon – lonO) cos(lat) / [(1 – e^2 sin^2(lat))^0.5]
	E = FE + x
	N = FN + M – MO + ^2 tan(lat) [(1 – e^2 sin^2(lat))^0.5] / (2a)}
where
	M = a[(1 – ^2/4 –  3e^4/64 –  5e^6/256 –....)lat  –  (3e^2/8 + 3e^4/32 + 45e^6/1024+....)sin(2 lat) 
		+ (^4/256 + 45e^6/1024 +.....)sin(4 lat)  –  (35e^6/3072 + ....)sin(6 lat)  + .....]
with lat in radians and MO for latO, the latitude of the natural origin, derived in the same way.

The reverse conversion from easting and northing to latitude and longitude requires iteration of three equations. The Guam projection uses three iterations, which is satisfactory over the small area of application. First MO for the latitude of the origin latO is derived as for the forward conversion. Then:
e'   = [1 – (1 –^2)^0.5] / [1 + (1 – e^2)^0.5]
and
M'  =  MO + (N – FN) – {(E – FE)^2 tan(latO) [(1 – e^2 sin^2(latO)^0.5] / (2a)}
mu'   =  M' / a(1 –  e^2/4 –  3e^4/64 –  5e^6/256 –....)
lat'   =  mu' + (3e'/2 –  27e'^3/32)sin(2mu') + (21e'^2/16 –  55e'^4/32)sin(4mu') + (151e'^3/96)sin(6mu') 
+ (1097e'^4/512)sin(8mu')

	M""  = MO + (N – FN) – {(E FE)^2 tan(lat') [(1 – e^2 sin^2(lat'))^0] / (2a)}
mu""   =  M"" / a(1 –  e^2/4 –  3e^4/64 –  5e^6/256 –....)
lat""  =  mu"" + (3e'/2 –  27e'^3/32)sin(2mu"") + (21e'^2/16 –  55e'^4/32)sin(4mu"") + (151e'^3/96)sin(6mu"") 
	(1097  e'^4/512)sin(8mu"")

	M'''   = MO + (N – FN) – {(E – F)^2 ta(lat"") [(1 – e^2 sin^2(lat"")^0.5] / (2a)}
mu'''   =  M''' / a(1 –  e^2/4 –  3e^4/64 –  5e^6/256 –....)
lat'''   =  mu''' + (3e'/2 –  27e'^3/32)sin(2mu''') + (21e'^2/16 –  55e'^4/32)sin(4mu''') + (151e'^3/96)sin(6mu''') 
+ (1097e'^4/512)sin(8mu''')
Then
lon = lonO + {(E – FE) . [(1 – e^2 sin^2 lat''')^0.5] / (a cos lat''')}",See information source or EPSG Guidance Note 7.,Simplified form of Oblique Azimuthal Equidistant projection method.,"US Geological Survey Professional Paper 1395; ""Map Projections - A Working Manual"";  J. Snyder.",EPSG,13-6-2017,2017.018,0
9842,Equidistant Cylindrical,1,"See EPSG Guidance Note #7-2.",NaN,"See method code 9823 for spherical development. See also Pseudo Plate Carree, method code 9825.","ESRI",EPSG,14-3-2008,2009.023,1
9843,Axis Order Reversal (2D),1,"The axis order reversal operates on coordinates of a point whose order change is described by the following matrix operation:

[Derived CRS 1st coordinate ]    =  [ 0   1 ]  *  [Base CRS 1st coordinate ]
[Derived CRS 2nd coordinate]        [ 1   0 ]     [Base CRS 2nd coordinate]",(none),This is a parameter-less conversion to reverse the order of the axes of a 2D CRS.,"OGP",EPSG,16-10-2017,2015.007 2015.018 2014.027,0
9844,Axis Order Reversal (Geographic3D horizontal),1,"The axis order change operates on coordinates of a point whose order change is described by the following matrix operation:

[Derived CRS 1st coordinate]        [ 0   1   0 ]     [Base CRS 1st coordinate]
[Derived CRS 2nd coordinate]   =  [ 1   0   0 ]  *  [Base CRS 2nd coordinate]
[Derived CRS 3rd coordinate]        [ 0   0   1 ]     [Base CRS 3rd coordinate]",(none),This is a parameter-less conversion to change the order of horizontal coordinates of a geographic 3D CRS.,"OGP",EPSG,16-10-2017,2015.018 2014.027,0
1024,Popular Visualisation Pseudo Mercator,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

This method is utilised by some popular web mapping and visualisation applications. It applies standard Mercator (Spherical) formulas (method code 1026) to ellipsoidal coordinates and the sphere radius is taken to be the semi-major axis of the ellipsoid. This approach only approximates to the more rigorous application of ellipsoidal formulas to ellipsoidal coordinates (as given in EPSG dataset coordinate operation method codes 9804 and 9805).  Unlike either the spherical or ellipsoidal Mercator projection methods, this method is not conformal: scale factor varies as a function of azimuth, which creates angular distortion. Despite angular distortion there is no convergence in the meridian. 

The formulas to derive projected Easting and Northing coordinates from ellipsoidal latitude (lat) and longitude (lon) first derive the radius of the sphere (R) from:
	R = a

Then applying spherical Mercator formulae:

	E = FE + R(lon - lonO)              
	N = FN + R ln[tan(pi/4 + lat/2)]                   
where FE and FN are false easting and false nothing at the projection origin, other symbols are as listed above and logarithms are natural.

If latitude lat = 90º, N is infinite. The above formula for N will fail near to the pole, and should not be used poleward of 88º.

The reverse formulas to derive latitude and longitude on the sphere from E and N values are:
	D = -(N-FN)/R = (FN-N)/R
	lat = pi/2 - 2 atan(e^D) where e=base of natural logarithms, 2.7182818...
	lon = [(E - FE)/R] + lonO


If q_alpha is the scale factor at a given azimuth alpha, it is a function of R', the radius of curvature at that azimuth derived from:
	R' = rho nu / (nu cos^2alpha + rho sin^2alpha)
	q_alpha = R / (R' cos lat)
where rho and nu are the radii of curvature of the ellipsoid at latitude lat in the plane of the meridian and perpendicular to the meridian respectively;
rho = a(1 - e^2)/(1 - e^2 sin^2(lat))^3/2
nu = a /(1 - e^2 sin^2(lat))^1/2

Then when the azimuth is 0º, 180º, 90º or 270º the scale factors in the meridian (h) and on the parallel (k) are:
	q_0 = q_180  = h = R / (rho cos(lat))
	q_90 = q_270 = k = R / (nu cos(lat))
which demonstrates the non-conformallity of the Pseudo Mercator method.

Maximum angular distortion omega is a function of latitude and is found from:
	omega = 2 asin{[ABS(h - k)] / (h + k)}","For Projected Coordinate Reference System: WGS 84 / Pseudo-Mercator

Parameters:
Ellipsoid:	WGS 84	a = 6378137.0 metres		1/f = 298.2572236
			
Latitude of natural origin (latO) = 0°00'00.000""N = 0.0 rad
Longitude of natural origin (lonO) = 0°00'00.000""E = 0.0 rad
False easting (FE) = 0.00 metres	
False northing (FN) = 0.00 metres	

Forward calculation for the same coordinate values as used for the Mercator (1SP) (Spherical) example (method code 9841): 
Latitude (lat) = 24°22'54.433""N	= 0.425542460 rad
Longitude (lon) = 100°20'00.000""W = -1.751147016 rad

	R  = 6378137.0
whence 
	E = -11 169 055.58 m
	N =   2 800 000.00 m
and 
	h  = 1.1034264
	k  = 1.0972914
	omega = 0°19'10.01""


Reverse calculation for a point 10km north on the grid (-11 169 055.58 m E, 2 810 000.00m N) first gives:
	D = -0.44056752

Then	Latitude (lat) = 0.426970023 rad = 24°27'48.889""N
	Longitude (lon) = -1.751147016 rad = 100°20'00.000""W",Applies spherical formulas to the ellipsoid. As such does not have the properties of a true Mercator projection.,"OGP Guidance Note 7-2",EPSG,22-9-2017,2008.114 2009.023 2017.030,0
1046,Vertical Offset and Slope,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

In Europe, national height systems are related to the pan-European height system through three transformation parameters and the formula:

Ht = Hs + A + [IncLat * rhoO * (Lat – LatO)] + [IncLong * nuO * (Long
– LongO) * cos(Lat)]

where
Ht = gravity-related height value in the target vertical coordinate reference system.
Hs = gravity-related height value in the source vertical coordinate reference system.
A is the value of the vertical offset to be applied.
IncLat is the value in radians of the inclination parameter in the latitude domain, i.e. in the plane of the meridian, derived at an evaluation point with coordinates of LatO, LongO.
IncLon is the value of the inclination parameter in the longitude domain, i.e. perpendicular to the plane of the meridian.
rhoO is the radius of curvature of the meridian at latitude LatO, where rhoO = a(1 – e^2)/(1 – e^2 * sin^2(LatO))^1.5
nuO is the radius of curvature on the prime vertical (i.e. perpendicular to the meridian) at latitude LatO, where nuO = a /(1 – e^2 * sin^2(LatO))^0.5
LatO , LongO are the coordinates of the evaluation point in the 'Horizontal CRS' coordinate reference system, in radians. The ID of the 'Horizontal CRS' is a defining parameter.
Lat , Long are the horizontal coordinates of the point in the same coordinate reference system as the evaluation point (the 'Horizontal CRS'), in radians.

The horizontal location of the point must always be given in 'Horizontal CRS' terms. If given in another CRS the coordinates must first be transformed to 'Horizontal CRS' values. The method is reversible.",For coordinate transformation LN02 to EVRF2000 (1)

Ordinate 1 of evaluation point: 46deg 55min N = 0.818850307  radians
Ordinate 2 of evaluation point: 8deg 11min E of Greenwich = 0.142826110  radians
Transformation Parameters:
A = -0.245m 
IncLat = -0.210" = -0.000001018  radians
IncLong = -0.032" = -0.000000155  radians

Consider a point having a gravity-related height in the LN02 system (Hs) of 473.0m and with horizontal coordinates in the ETRS89 geographical coordinate reference system (CRS code 4258) of:
ETRS89 latitude: 47deg 20 min N = 0.826122513  radians
ETRS89 longitude: 9 deg 40min E of Greenwich = 0.168715161 radians

Then rhoO = 6369526.88 m 
IncLat term = -0.047 m 
nuO = 6389555.64 m  
incLong term = -0.017 m
whence EVRF2000 height (Ht) = 473.0 +(-0.245) + (-0.047) + (-0.017) = 472.690 m.,This transformation allows calculation of height in the target system by applying the parameter values to the height value of the point in the source system.,"OGP",EPSG,16-10-2017,2011.108 2014.027,0
1049,P6 I=J-90 seismic bin grid coordinate operation,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

The P6 (I = J-90) seismic bin grid operation is a special case of the Affine Geometric Transformation (method code 9623). In practice bin grid definitions are based on an identified map grid. As such the example bin grids in the EPSG Dataset are described with the map grid (projected CRS) as source CRS. However to retain consistency with the syntax used in the description of the affine geometric transformation, in the formulas below the bin grid is the affine source CRS and the map grid is the affine target CRS.


Map grid Easting = XT = XT0   -   XS .  k . dSX . cos q   +   YS .  k .  dSY  . sin q

Map grid Northing = YT = YT0   +   XS .  k .  dSX . sin q    +   YS .  k .  dSY  . cos q

Bin grid I = XS = XSO - {[( XT  – XTO) * cos q  –  (YT – YTO) * sin q ] * [IncSX  / (k * MX)]}

Bin grid J = YS = YSO + {[(XT   – XTO) * sin q   +  (YT – YTO) * cos q] * [IncSY  / (k * MY)]}

where:

XT0 ,YT0  = the map grid coordinates (easting, northing) of the origin point of the bin grid;
dSX , dSY  = the length of one unit of the bin, expressed in units of the map grid, for the bin grid I and J axes respectively;
k = point scale factor in the map grid at a chosen reference point;
q  = the angle through which the bin grid axes must be rotated to coincide with the map grid axes (counter-clockwise is positive). Alternatively, the bearing (clockwise positive) of the bin grid system J-axis measured relative to map grid north.","This example is given in the OGP P6/11 user guide. 

The bin grid is based on projected CRS NAD27/ BLM 16N (ftUS) in which the origin of the bin grid is defined at east = 871200.0 ftUS, north = 10280160.0 ftUS. As the survey was acquired on the map grid, the bin grid scale factor at the bin grid origin is defined to be 1.

The bin width on the I-axis (XS axis) is 82.5 US survey feet, whilst the bin width on the J-axis (YS axis) is 41.25 US survey feet. The origin of the bin grid has bin values of I=5000, J=0.

In the map grid, the bearing of the bin grid I and J axes are 250° and 340° respectively. The latter is one of the transformation parameters.

The transformation parameter values are:

Bin grid origin I:                   5000 bins
Bin grid origin J:                   0 bins
Bin grid origin Easting:             871200 ftUS
Bin grid origin Northing:            10280160 ftUS
Scale factor of bin grid:            1.0
Bin Width on I-axis:                 82.5 ftUS
Bin Width on J-axis:                 41.25 ftUS
Map grid bearing of bin grid J-axis: 340°
Bin node increment on I-axis:        1
Bin node increment on J-axis:        1


Calculation of map grid coordinates for centre of bin with coordinates: I = 4700, J = 247:
Easting = XT = XTO   -   [(XS – XSO) * cos q * k * MX / IncSX]  +  [(YS – YSO) * sin q * k * MY / IncSY]
= 890972.63 ftUS.

Northing = YT = YTO + [(XS – XSO) * sin q * k * MX / IncSX]   +  [(YS – YSO) * cos q * k * MY / IncSY]
= 10298199.29 ftUS.

Calculation of bin grid coordinates for this point, map grid location east = 890972.63ftUS, north = 10298199.29ftUS:
Bin grid I = XS = XSO - {[( XT  – XTO) * cos q  –  (YT – YTO) * sin q ] * [IncSX  / (k * MX)]}
= 4700 bins, 

Bin grid J = YS = YSO + {[(XT   – XTO) * sin q   +  (YT – YTO) * cos q] * [IncSY  / (k * MY)]}
= 247 bins","Use only when the bin grid I-axis is rotated 90° counter-clockwise from the J-axis when viewed from above the plane containing the two axes (CS code 1034). If the I-axis is rotated 90° clockwise from the J-axis, method 9666 should be used.","OGP P6/11 Seismic Bin Grid Data Exchange Format - User Guidelines, version 1.0, July 2012.",EPSG,16-1-2020,2011.106 2014.044 2020.001,0
1070,Point motion by grid (Canada NTv2_Vel),0,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

The NTv2_Vel grid contains point velocities resolved into north, east, and up components.

First the three velocities at a point are interpolated within the NTv2_Vel grid using bi-linear interpolation within the source and target CRS.

Then ellipsoidal coordinates of a point at coordinate epoch t1 may be calculated at any other coordinate epoch t2 from:

[Lat(t2)] = [Lat(t1)] + (t2-t1) * [V_lat]
[Lon(t2)] = [Lon(t1)] + (t2-t1) * [V_lon]
[h(t2)] = [h(t1)] + (t2-t1) * [V_up]

where V describes the velocities of the ellipsoidal coordinates. These are given as a rate in linear units (metres per year) resolved into north, east and up components VN, VE and Vh. The north and east components are converted into latitude and longitude components by:
	V_lat = VN / (rho+h)
	V_lon = VE / [(nu+h) cos(lat)] 
where 
	rho is radius of curvature of the CRS's ellipsoid in the plane of the meridian at latitude lat 
	rho = a(1 – e^2)/(1 – e^2sin^2(lat))^3/2
	nu is radius of curvature of the ellipsoid perpendicular to the meridian at latitude lat 
	nu = a /(1 – e^2sin^2(lat))^1/2","For geodetic station Centennial Monument NCC100 with ellipsoidal coordinates referenced to NAD83(CSRS)v6 at coordinate epoch 2010.00: 
lat = 45°25'45.714920""N
lon = 75°42'05.960075""W
h = 39.524 m
t = 2010.00 (years)				
whose coordinates are required at coordinate epoch 2002.00. 

First interpolate within the grid file for velocities at lat = 45°25'45.714920""N, lon = 75°42'05.960075""W:
VN  = -0.00156 m/yr
VE  =  0.00177 m/yr
V_up = 0.00202 m/yr

NAD83(CSRS)v6 uses the GRS 1980 ellipsoid for which a = 6378137.0m and e^2 = 0.006694380.

Then:
	V_lat = -2.44979E-10 rad/yr
	V_lon =  3.94759E-10 rad/yr
and
	lat =  0.792892001 + (2002.00-2010.00) * -2.44979E-10 =  0.792892003 radians = 45°25'45.715324""N
	lon = -1.321243139 + (2002.00-2010.00) *  3.94759E-10 = -1.321243142 radians = 75°42'05.960726""W
	h   =       39.524 + (2002.00-2010.00) * 0.00202 = 39.508m
	t = 2002.00",Interpolation within the grid is in the horizontal component of the source CRS.,"Natural Resources Canada.",EPSG,29-8-2018,2016.060 2018.034,0
